"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USC00516261","MILILANI 820.6, HI US","21.4638","-157.9991","226.8","2020-11-22",,,"0.00",",,H",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-03",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-06",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-07",,,"0.60",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-08",,,"0.25",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-09",,,"1.14",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-10",,,"1.66",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-13",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-14",,,"0.16",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-15",,,"0.65",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-16",,,"0.03",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-17",,,"0.04",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-21",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-23",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-24",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-27",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-28",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-29",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-30",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-01-31",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-03",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-04",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-05",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-06",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-07",,,"0.52",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-11",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-12",,,"0.30",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-13",,,"0.04",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-14",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-17",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-18",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-19",,,"0.35",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-20",,,"0.05",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-21",,,"0.33",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-24",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-25",,,"0.03",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-26",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-27",,,"0.20",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-02-28",,,"0.04",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-02",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-03",,,"0.33",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-04",,,"0.04",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-05",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-06",,,"0.39",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-09",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-10",,,"0.32",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-11",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-12",,,"0.03",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-13",,,"0.15",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-16",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-17",,,"0.81",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-18",,,"1.96",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-19",,,"0.32",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-20",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-23",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-30",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-03-31",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-01",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-02",,,"0.15",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-03",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-06",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-07",,,"0.05",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-08",,,"0.04",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-09",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-13",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-14",,,"1.70",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-15",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-16",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-17",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-20",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-21",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-22",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-23",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-24",,,"0.05",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-27",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-28",,,"0.08",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-29",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-04-30",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-01",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-04",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-05",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-06",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-07",,,"0.04",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-08",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-11",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-12",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-13",,,"0.10",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-14",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-15",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-18",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-19",,,"0.15",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-20",,,"0.10",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-21",,,"0.04",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-22",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-26",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-27",,,"0.11",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-28",,,"0.04",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-05-29",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-01",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-02",,,"0.04",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-03",,,"0.03",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-04",,,"0.07",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-05",,,"0.05",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-08",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-09",,,"0.05",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-10",,,"0.09",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-12",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-15",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-16",,,"0.52",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-17",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-18",,,"0.05",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-19",,,"0.05",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-22",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-23",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-24",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-25",,,"0.03",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-26",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-29",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-06-30",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-01",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-02",,,"0.05",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-06",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-07",,,"0.25",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-08",,,"0.16",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-09",,,"0.10",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-10",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-13",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-14",,,"0.43",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-15",,,"0.09",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-16",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-17",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-20",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-21",,,"0.00",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-22",,,"0.15",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-23",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-24",,,"0.19",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-27",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-28",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-29",,,"0.15",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-30",,,"0.33",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-07-31",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-03",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-04",,,"0.16",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-05",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-06",,,"0.08",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-07",,,"0.05",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-10",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-11",,,"0.02",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-12",,,"0.10",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-13",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-14",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-17",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-18",,,"0.21",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-19",,,"0.08",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-20",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-21",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-24",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-25",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-26",,,"0.03",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-27",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-28",,,"0.08",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-08-31",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-01",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-02",,,"0.23",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-03",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-04",,,"0.05",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-08",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-09",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-10",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-11",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-14",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-15",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-16",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-17",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-18",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-21",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-22",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-24",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-25",,,"0.05",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-28",,,,,,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-29",,,"0.04",",,7,0800",,,,,,,,,,,,,,
"USC00513268","KAPALAMA 773, HI US","21.3389","-157.8581","187.1","2020-09-30",,,"0.01",",,7,0800",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-01",,,"0.00",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-02",,,"0.00","T,,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-03",,,"0.35",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-04",,,"0.58",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-05",,,"0.45",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-06",,,"0.07",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-07",,,"0.09",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-08",,,"0.11",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-09",,,"0.30",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-10",,,"0.32",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-11",,,"0.17",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-12",,,"0.22",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-13",,,"0.20",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-14",,,"0.02",",,7,0730",,,,,,,,,,,,,,
"USC00514830","KUALOA RANCH HEADQUARTERS 886.9, HI US","21.52037","-157.83885","14.6","2020-01-15",,,"0.01",",,7,0730",,,,,,,,,,,,,,
